target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3	file
TnpB_IS66	PF05717.13	101	LONAANJC_00023	-	115	8.199999999999999e-36	122.0	0.1	1	1	5.5e-40	9.899999999999999e-36	121.7	0.1	2	95	9	102	8	107	0.97	CP019628_3690609-3691427.tsv
HTH_Tnp_1	PF01527.20	75	LONAANJC_00024	-	98	0.077	13.3	0.0	1	1	5.700000000000001e-06	0.1	12.9	0.0	8	65	6	59	1	65	0.83	CP019628_3690609-3691427.tsv
Bro-N	PF02498.17	95	LONAANJC_00025	-	260	2.3e-07	31.4	0.5	1	2	1.1e-10	1.9e-06	28.5	0.0	2	95	19	119	18	119	0.75	CP019628_3690609-3691427.tsv
DUF1232	PF06803.12	37	LONAANJC_00027	-	112	1.4e-13	50.4	4.4	1	2	7.6e-18	1.4e-13	50.4	4.4	1	36	50	85	50	86	0.95	CP019628_3690609-3691427.tsv
Thiolase_N	PF00108.23	260	LONAANJC_00028	-	397	1.3999999999999994e-80	270.4	0.9	1	1	3.0999999999999996e-84	1.799999999999999e-80	270.0	0.9	1	260	9	267	9	267	0.98	CP019628_3690609-3691427.tsv
Asp_Glu_race	PF01177.22	224	LONAANJC_00029	-	229	4.8e-57	193.4	0.3	1	1	1.1999999999999996e-60	5.4e-57	193.2	0.3	1	223	7	224	7	225	0.97	CP019628_3690609-3691427.tsv
MerR	PF00376.23	38	LONAANJC_00030	-	40	4.2e-08	32.8	0.1	1	1	5.4e-12	4.8e-08	32.6	0.1	1	26	2	27	2	31	0.92	CP019628_3690609-3691427.tsv
MerR_1	PF13411.6	69	LONAANJC_00031	-	72	0.0097	16.0	0.0	1	1	8e-06	0.048	13.8	0.0	42	67	2	27	1	29	0.93	CP019628_3690609-3691427.tsv
PhzC-PhzF	PF02567.16	283	LONAANJC_00032	-	286	2.1e-41	142.3	0.0	1	1	3.0999999999999995e-45	2.8e-41	141.9	0.0	1	274	8	272	8	281	0.84	CP019628_3690609-3691427.tsv
Asp23	PF03780.13	108	LONAANJC_00033	-	178	0.63	10.5	5.0	1	2	0.052000000000000005	930.0	0.3	0.2	64	96	12	44	3	50	0.67	CP019628_3690609-3691427.tsv
Pkinase	PF00069.25	264	LONAANJC_00038	-	606	1.1e-12	47.9	0.0	1	1	7.4e-16	3.3e-12	46.3	0.0	1	181	47	251	47	308	0.84	CP019628_3690609-3691427.tsv
ABC_tran	PF00005.27	137	LONAANJC_00039	-	264	4.2e-34	118.0	0.0	1	1	3.3000000000000002e-37	6.5e-34	117.4	0.0	1	137	46	189	46	189	0.94	CP019628_3690609-3691427.tsv
DUF3526	PF12040.8	155	LONAANJC_00040	-	482	3.3e-43	147.9	1.4	1	1	2.3999999999999997e-46	6.199999999999999e-43	147.0	1.4	1	154	276	444	276	445	0.98	CP019628_3690609-3691427.tsv
DUF3526	PF12040.8	155	LONAANJC_00041	-	440	5.1e-29	101.8	1.4	1	1	1.3e-32	7.7e-29	101.2	1.4	3	153	275	416	273	418	0.97	CP019628_3690609-3691427.tsv
Phage_integrase	PF00589.22	172	HNAHNGBA_00003	-	341	1.5e-14	54.2	0.8	1	1	2.7000000000000003e-18	2.4e-14	53.5	0.8	11	169	177	331	171	333	0.91	LT629747_3041438-3042295.tsv
NQRA	PF05896.11	257	HNAHNGBA_00004	-	128	0.031	13.7	0.0	1	1	2.3e-06	0.041	13.3	0.0	190	227	85	122	69	124	0.9	LT629747_3041438-3042295.tsv
Phage_AlpA	PF05930.12	51	HNAHNGBA_00005	-	38	0.0036	17.1	0.1	1	1	2.4e-07	0.0043	16.8	0.1	3	24	14	35	12	37	0.91	LT629747_3041438-3042295.tsv
ASCH	PF04266.14	107	HNAHNGBA_00006	-	130	3.1e-07	31.0	0.0	1	1	1.9e-11	3.4e-07	30.8	0.0	1	41	4	41	4	85	0.9	LT629747_3041438-3042295.tsv
DUF3090	PF11290.8	171	HNAHNGBA_00007	-	103	0.016	15.0	0.1	1	1	9.2e-07	0.016	15.0	0.1	76	148	28	100	3	102	0.84	LT629747_3041438-3042295.tsv
DNA_methylase	PF00145.17	335	HNAHNGBA_00009	-	720	2.6e-24	86.2	0.0	1	3	8.400000000000002e-10	1.5e-05	24.5	0.0	3	115	28	145	27	148	0.86	LT629747_3041438-3042295.tsv
Lentiviral_Tat	PF02998.14	86	HNAHNGBA_00010	-	148	0.07200000000000001	13.1	1.5	1	2	3.2e-05	0.29	11.2	0.6	20	56	34	71	8	77	0.77	LT629747_3041438-3042295.tsv
COG5	PF10392.9	132	HNAHNGBA_00015	-	107	0.066	13.4	0.4	1	1	5.700000000000001e-06	0.1	12.8	0.4	24	78	3	56	1	86	0.8	LT629747_3041438-3042295.tsv
YqaJ	PF09588.10	148	HNAHNGBA_00018	-	255	2.7e-09	37.3	0.0	1	1	6.3e-13	1.1e-08	35.3	0.0	1	147	12	198	12	199	0.81	LT629747_3041438-3042295.tsv
ERF	PF04404.12	153	HNAHNGBA_00019	-	252	3.7999999999999995e-24	85.3	0.0	1	1	3.3e-28	5.9999999999999984e-24	84.6	0.0	2	135	62	191	61	200	0.92	LT629747_3041438-3042295.tsv
DUF1707	PF08044.11	53	HNAHNGBA_00023	-	64	0.073	13.1	0.0	1	2	0.24	2100.0	-1.2	0.0	40	52	19	31	9	31	0.66	LT629747_3041438-3042295.tsv
HNH_3	PF13392.6	46	HNAHNGBA_00025	-	164	1.3e-18	66.5	4.3	1	1	1.3e-22	2.3e-18	65.7	4.3	1	45	49	93	49	94	0.97	LT629747_3041438-3042295.tsv
Sigma70_ner	PF04546.13	204	HNAHNGBA_00026	-	259	0.037000000000000005	13.9	0.1	1	1	4.1e-06	0.07400000000000001	12.9	0.1	13	41	110	138	101	157	0.67	LT629747_3041438-3042295.tsv
DUF445	PF04286.12	367	HNAHNGBA_00027	-	188	0.0012	18.7	2.6	1	1	5.3e-07	0.0016	18.3	2.6	78	223	11	174	3	185	0.86	LT629747_3041438-3042295.tsv
DUF1654	PF07867.11	70	HNAHNGBA_00028	-	83	2.0999999999999997e-21	75.4	0.7	1	1	1.3e-25	2.4e-21	75.2	0.7	2	68	14	80	13	82	0.97	LT629747_3041438-3042295.tsv
UPF0547	PF10571.9	26	HNAHNGBA_00029	-	190	0.0006900000000000001	19.6	5.8	1	1	4.5e-07	0.0011	18.9	5.8	3	21	81	99	79	99	0.96	LT629747_3041438-3042295.tsv
BstA	-	285	HNAHNGBA_00030	-	304	1.6999999999999992e-110	368.5	0.1	1	1	2.199999999999999e-114	1.8999999999999996e-110	368.3	0.1	1	282	12	294	12	297	0.96	LT629747_3041438-3042295.tsv
BRCT	PF00533.26	79	HNAHNGBA_00032	-	214	0.0089	16.4	0.0	1	2	0.69	12000.0	-3.3	0.0	15	36	78	99	74	109	0.69	LT629747_3041438-3042295.tsv
GrpE	PF01025.19	166	HNAHNGBA_00033	-	69	0.0038	16.9	0.3	1	1	4.4e-07	0.0039	16.9	0.3	34	86	9	63	3	69	0.86	LT629747_3041438-3042295.tsv
Peptidase_S24	PF00717.23	70	HNAHNGBA_00034	-	221	1.5e-13	50.5	0.0	1	1	1.5e-16	2.1e-13	50.0	0.0	1	67	133	203	133	206	0.92	LT629747_3041438-3042295.tsv
YdaS_antitoxin	PF15943.5	65	HNAHNGBA_00035	-	71	2.8000000000000003e-09	36.7	0.0	1	1	1.2e-12	3.2e-09	36.5	0.0	5	64	9	68	6	69	0.95	LT629747_3041438-3042295.tsv
Bro-N	PF02498.17	95	HNAHNGBA_00037	-	283	3.5000000000000005e-22	78.9	0.0	1	1	4.4e-26	7.900000000000001e-22	77.8	0.0	2	95	40	121	39	121	0.92	LT629747_3041438-3042295.tsv
DUF2267	PF10025.9	122	HNAHNGBA_00039	-	266	0.025	14.8	5.0	1	2	7.9e-06	0.071	13.4	1.0	21	92	16	89	4	119	0.79	LT629747_3041438-3042295.tsv
DUF4201	PF13870.6	177	HNAHNGBA_00040	-	126	0.0007700000000000001	19.2	0.2	1	1	3.6e-07	0.0013	18.5	0.1	45	91	75	121	39	125	0.91	LT629747_3041438-3042295.tsv
DUF1367	PF07105.11	196	HNAHNGBA_00041	-	195	4.9999999999999985e-80	267.8	0.0	1	1	3.0999999999999996e-84	5.5999999999999975e-80	267.7	0.0	1	195	1	193	1	194	0.99	LT629747_3041438-3042295.tsv
NinG	PF05766.12	186	HNAHNGBA_00043	-	202	8.8e-60	201.8	8.4	1	1	5.6999999999999976e-64	1e-59	201.6	8.4	2	186	5	191	4	191	0.96	LT629747_3041438-3042295.tsv
Phage_antiter_Q	PF06323.11	222	HNAHNGBA_00045	-	228	0.033	13.7	0.1	1	1	2.2e-06	0.04	13.5	0.1	89	217	96	224	65	228	0.78	LT629747_3041438-3042295.tsv
Phage_holin_8	PF16931.5	123	HNAHNGBA_00046	-	107	0.0057	16.6	6.3	1	1	1.1e-06	0.01	15.8	5.9	27	82	14	69	1	96	0.85	LT629747_3041438-3042295.tsv
CoatB	PF10389.9	46	HNAHNGBA_00047	-	90	0.065	13.1	2.5	1	2	5.9e-05	0.53	10.2	0.4	28	45	14	31	5	32	0.85	LT629747_3041438-3042295.tsv
Barwin	PF00967.17	119	HNAHNGBA_00049	-	95	0.025	14.4	0.0	1	1	3.4e-06	0.031	14.1	0.0	58	111	18	78	4	83	0.78	LT629747_3041438-3042295.tsv
DUF2280	PF10045.9	103	HNAHNGBA_00052	-	153	6.199999999999998e-49	164.6	0.5	1	1	2e-52	9e-49	164.0	0.5	1	102	1	102	1	103	0.99	LT629747_3041438-3042295.tsv
Terminase_6	PF03237.15	215	HNAHNGBA_00053	-	433	2.8999999999999997e-27	95.7	0.0	1	1	6.7999999999999985e-31	4.1e-27	95.3	0.0	2	209	21	232	20	237	0.9	LT629747_3041438-3042295.tsv
DUF4055	PF13264.6	135	HNAHNGBA_00054	-	472	4.1e-39	133.8	0.0	1	1	3.9e-43	6.999999999999999e-39	133.1	0.0	1	135	245	384	245	384	0.97	LT629747_3041438-3042295.tsv
Phage_Mu_F	PF04233.14	112	HNAHNGBA_00055	-	361	3.4e-10	40.7	0.1	1	1	3.2e-14	5.7e-10	39.9	0.1	3	111	153	264	151	265	0.91	LT629747_3041438-3042295.tsv
CLZ	PF16526.5	71	HNAHNGBA_00057	-	242	0.086	13.2	0.8	1	3	0.0007599999999999999	6.8	7.1	0.0	33	63	19	49	3	56	0.86	LT629747_3041438-3042295.tsv
HALZ	PF02183.18	43	HNAHNGBA_00059	-	197	0.00042	20.5	1.1	1	4	0.011	100.0	3.2	0.0	24	34	76	86	74	90	0.85	LT629747_3041438-3042295.tsv
FliL	PF03748.14	103	NACCMHJA_00001	-	161	1.2e-22	80.4	0.0	1	1	1.8e-26	1.6e-22	80.0	0.0	1	101	59	159	59	160	0.94	CP017581_2423168-2424082.tsv
Flg_hook	PF02120.16	85	NACCMHJA_00002	-	422	2.6e-21	75.3	2.9	1	1	4e-25	7.1e-21	73.9	2.9	3	83	290	370	288	372	0.94	CP017581_2423168-2424082.tsv
FliJ	PF02050.16	123	NACCMHJA_00003	-	147	5.4e-32	110.6	21.9	1	1	5.1e-35	6.5e-32	110.3	21.9	2	122	20	141	19	142	0.97	CP017581_2423168-2424082.tsv
ATP-synt_ab	PF00006.25	213	NACCMHJA_00004	-	453	8.699999999999997e-71	237.9	0.0	1	1	1.8e-74	1.1e-70	237.6	0.0	1	213	161	372	161	372	0.99	CP017581_2423168-2424082.tsv
FliH	PF02108.16	128	NACCMHJA_00005	-	231	1.9e-39	134.6	0.1	1	2	1.1	3800.0	-2.1	0.4	2	17	42	57	35	61	0.67	CP017581_2423168-2424082.tsv
FliG_C	PF01706.16	108	NACCMHJA_00006	-	330	5.3e-38	129.5	17.3	1	4	0.00065	1.9	8.7	1.1	44	93	9	58	4	68	0.87	CP017581_2423168-2424082.tsv
YscJ_FliF	PF01514.17	194	NACCMHJA_00007	-	572	1.3999999999999994e-78	263.0	2.4	1	4	9.999999999999996e-81	3.099999999999999e-77	258.6	0.0	2	193	35	224	34	225	0.98	CP017581_2423168-2424082.tsv
FliE	PF02049.18	89	NACCMHJA_00008	-	103	1.9e-28	98.4	7.2	1	1	1.3e-32	2.3999999999999998e-28	98.1	7.2	7	89	19	103	12	103	0.89	CP017581_2423168-2424082.tsv
Arm-DNA-bind_2	PF12167.8	65	NACCMHJA_00009	-	427	2.9999999999999997e-20	71.9	0.1	1	2	1.1e-23	9.5e-20	70.3	0.0	1	64	5	67	5	68	0.96	CP017581_2423168-2424082.tsv
DUF1233	PF06806.12	70	NACCMHJA_00010	-	82	3.8999999999999997e-31	106.4	0.5	1	1	7.699999999999998e-35	4.6e-31	106.2	0.5	1	70	4	73	4	73	0.98	CP017581_2423168-2424082.tsv
B2-adapt-app_C	PF09066.10	112	NACCMHJA_00011	-	115	0.15	12.1	0.0	1	2	1.7e-05	0.3	11.2	0.0	47	98	14	62	12	69	0.77	CP017581_2423168-2424082.tsv
MT-A70	PF05063.14	172	NACCMHJA_00012	-	197	1.8e-25	89.8	0.0	1	1	1.2e-29	2.1e-25	89.6	0.0	1	172	5	176	5	176	0.89	CP017581_2423168-2424082.tsv
DUF1024	PF06260.12	82	NACCMHJA_00018	-	117	0.0049	17.1	0.1	1	1	1.5e-06	0.0068	16.7	0.1	15	63	15	63	3	71	0.92	CP017581_2423168-2424082.tsv
BATS	PF06968.13	86	NACCMHJA_00020	-	104	0.11	12.7	0.0	1	1	6.4e-06	0.12	12.6	0.0	27	56	39	68	9	88	0.86	CP017581_2423168-2424082.tsv
SSB	PF00436.25	104	NACCMHJA_00021	-	160	5e-42	142.2	0.9	1	1	7.299999999999999e-46	6.599999999999999e-42	141.8	0.9	1	99	6	105	6	113	0.96	CP017581_2423168-2424082.tsv
AAA_24	PF13479.6	197	NACCMHJA_00022	-	290	9.8e-29	100.5	0.0	1	1	5.2e-32	1.3000000000000002e-28	100.0	0.0	2	187	12	207	11	217	0.87	CP017581_2423168-2424082.tsv
HU-CCDC81_bac_2	PF18175.1	70	NACCMHJA_00027	-	48	0.00063	19.6	0.1	1	1	8e-08	0.00072	19.4	0.1	6	34	19	47	14	48	0.89	CP017581_2423168-2424082.tsv
GhoS	PF11080.8	94	NACCMHJA_00028	-	92	2.7e-07	30.5	0.0	1	1	1.7e-11	3e-07	30.3	0.0	7	74	2	69	1	83	0.94	CP017581_2423168-2424082.tsv
Pentapeptide	PF00805.22	40	NACCMHJA_00030	-	272	1.6999999999999995e-63	209.7	25.0	1	4	6.5e-19	3.9e-15	55.2	0.7	4	40	25	61	25	61	0.91	CP017581_2423168-2424082.tsv
Atg14	PF10186.9	319	NACCMHJA_00031	-	197	0.0042	16.2	2.0	1	1	3.5e-07	0.0062	15.7	2.0	24	107	112	195	100	197	0.93	CP017581_2423168-2424082.tsv
YmgB	PF10798.8	59	NACCMHJA_00033	-	68	5.600000000000001e-05	22.9	0.1	1	1	8e-09	7.2e-05	22.5	0.1	5	52	14	61	8	64	0.96	CP017581_2423168-2424082.tsv
BstA	-	285	NACCMHJA_00034	-	305	1.799999999999999e-121	404.6	0.0	1	1	1.0999999999999994e-125	1.999999999999999e-121	404.4	0.0	1	284	12	295	12	296	0.99	CP017581_2423168-2424082.tsv
Peptidase_S24	PF00717.23	70	NACCMHJA_00035	-	235	2.6e-11	43.3	0.3	1	1	6.9999999999999986e-15	6.3e-11	42.1	0.3	1	67	135	201	135	204	0.94	CP017581_2423168-2424082.tsv
YdaS_antitoxin	PF15943.5	65	NACCMHJA_00036	-	76	1.2e-08	34.7	0.0	1	1	7.8e-13	1.4e-08	34.5	0.0	9	63	14	67	9	69	0.93	CP017581_2423168-2424082.tsv
Phage_CII	PF05269.11	91	NACCMHJA_00037	-	96	2.7e-08	33.9	0.5	1	1	3.5e-12	3.1e-08	33.7	0.5	1	85	1	82	1	90	0.82	CP017581_2423168-2424082.tsv
Phage_rep_O	PF04492.13	95	NACCMHJA_00038	-	93	0.046	14.3	0.0	1	1	4.7e-06	0.084	13.5	0.0	5	36	54	85	51	88	0.9	CP017581_2423168-2424082.tsv
Phage_rep_O	PF04492.13	95	NACCMHJA_00039	-	321	7.299999999999999e-06	26.5	0.2	1	2	8.800000000000002e-10	1.6e-05	25.4	0.0	1	95	19	130	19	130	0.92	CP017581_2423168-2424082.tsv
DnaB_C	PF03796.15	255	NACCMHJA_00040	-	455	2.7e-64	217.0	0.0	1	2	0.047	56.0	2.9	0.0	69	144	82	162	72	169	0.78	CP017581_2423168-2424082.tsv
NinB	PF05772.12	131	NACCMHJA_00046	-	153	1.2e-48	164.3	0.1	1	1	1.8e-52	1.6e-48	163.8	0.1	2	131	3	132	2	132	0.99	CP017581_2423168-2424082.tsv
Phage_NinH	PF06322.11	60	NACCMHJA_00048	-	75	1.8e-24	85.4	0.3	1	1	8.4e-28	2.1e-24	85.1	0.3	1	60	1	60	1	60	0.98	CP017581_2423168-2424082.tsv
NinF	PF05810.12	58	NACCMHJA_00050	-	91	8.7e-06	25.5	0.0	1	1	1.2e-09	1.1e-05	25.2	0.0	18	56	52	90	35	91	0.79	CP017581_2423168-2424082.tsv
DUF1364	PF07102.12	92	NACCMHJA_00051	-	96	1.1999999999999999e-43	146.9	0.2	1	1	2.1999999999999997e-47	1.2999999999999998e-43	146.7	0.2	1	91	2	92	2	93	0.98	CP017581_2423168-2424082.tsv
RusA	PF05866.11	124	NACCMHJA_00052	-	120	5.5000000000000006e-17	62.5	0.0	1	1	3.6e-21	6.5e-17	62.2	0.0	1	123	9	114	9	115	0.9	CP017581_2423168-2424082.tsv
Antiterm	PF03589.13	87	NACCMHJA_00053	-	273	9.7e-44	147.6	1.5	1	3	1.0999999999999999e-25	6.5e-22	77.7	0.4	2	87	24	111	23	111	0.98	CP017581_2423168-2424082.tsv
Phage_holin_3_3	PF16083.5	78	NACCMHJA_00054	-	106	4.8e-16	58.6	7.2	1	1	2.1e-19	7.599999999999999e-16	58.0	7.2	2	78	14	89	13	89	0.96	CP017581_2423168-2424082.tsv
Glyco_hydro_19	PF00182.19	232	NACCMHJA_00055	-	210	3.3e-08	33.7	0.4	1	2	0.097	1700.0	-1.4	0.0	50	77	37	63	17	70	0.73	CP017581_2423168-2424082.tsv
Leu_zip	PF15294.6	276	NACCMHJA_00056	-	138	0.0071	15.9	1.4	1	1	3.4e-06	0.0086	15.6	1.4	135	223	23	112	17	124	0.87	CP017581_2423168-2424082.tsv
Phage_pRha	PF09669.10	88	NACCMHJA_00057	-	222	1.6e-05	25.4	0.2	1	2	1.2e-08	0.00022	21.7	0.0	13	87	76	141	71	142	0.79	CP017581_2423168-2424082.tsv
DUF2280	PF10045.9	103	NACCMHJA_00060	-	159	2.9e-44	149.6	0.5	1	1	5.399999999999999e-48	4.799999999999998e-44	148.8	0.5	1	103	1	103	1	103	0.99	CP017581_2423168-2424082.tsv
Terminase_6C	PF17289.2	155	NACCMHJA_00061	-	490	3.9e-11	43.3	0.1	1	1	3.6e-15	6.4e-11	42.6	0.1	2	153	329	475	328	477	0.78	CP017581_2423168-2424082.tsv
DUF4055	PF13264.6	135	NACCMHJA_00062	-	465	2.2999999999999996e-41	141.1	0.1	1	1	2e-45	3.5999999999999996e-41	140.5	0.1	1	135	251	385	251	385	0.99	CP017581_2423168-2424082.tsv
FliC	PF12445.8	129	NACCMHJA_00063	-	250	0.015	15.7	0.4	1	2	1.2e-05	0.07400000000000001	13.4	0.0	99	122	3	26	1	30	0.92	CP017581_2423168-2424082.tsv
P22_CoatProtein	PF11651.8	417	NACCMHJA_00064	-	374	1.7e-16	59.9	3.0	1	2	8.9e-18	1.6e-13	50.1	1.5	71	276	69	265	31	270	0.83	CP017581_2423168-2424082.tsv
DUF1799	PF08809.11	80	NACCMHJA_00066	-	130	0.033	14.4	0.1	1	2	0.029	260.0	1.9	0.0	45	73	40	69	31	75	0.66	CP017581_2423168-2424082.tsv
TOM13	PF08219.11	84	NACCMHJA_00067	-	213	0.097	12.6	0.0	1	1	1.3e-05	0.24	11.4	0.0	46	76	166	196	161	202	0.87	CP017581_2423168-2424082.tsv
CdiI_2	PF18593.1	91	KIBGEHIH_00002	-	250	0.031	14.9	0.2	1	3	0.12	1100.0	0.3	0.1	37	55	90	108	48	117	0.53	CP026235_2832900-2833823.tsv
DUF1844	PF08899.11	73	KIBGEHIH_00003	-	47	0.034	14.4	0.6	1	1	1.9e-06	0.034	14.4	0.6	26	68	4	46	1	47	0.86	CP026235_2832900-2833823.tsv
Phage_Mu_F	PF04233.14	112	KIBGEHIH_00004	-	368	6.1e-07	30.2	0.0	1	1	7.5e-11	1.3e-06	29.1	0.0	1	108	153	273	153	275	0.85	CP026235_2832900-2833823.tsv
DUF4055	PF13264.6	135	KIBGEHIH_00005	-	467	3.7e-45	153.4	0.7	1	1	1.2999999999999996e-48	5.7e-45	152.8	0.7	1	135	249	386	249	386	0.99	CP026235_2832900-2833823.tsv
Terminase_6	PF03237.15	215	KIBGEHIH_00006	-	523	1.3e-05	25.0	0.4	1	2	3.8e-06	0.034	13.8	0.1	2	115	27	141	26	150	0.77	CP026235_2832900-2833823.tsv
Sigma70_r4	PF04545.16	50	KIBGEHIH_00007	-	216	0.0047	16.4	0.0	1	1	4.4e-06	0.016	14.7	0.0	12	43	8	40	4	40	0.83	CP026235_2832900-2833823.tsv
DUF2681	PF10883.8	87	KIBGEHIH_00009	-	90	0.011	16.1	0.0	1	1	1.3e-06	0.012	16.0	0.0	9	81	10	85	1	89	0.73	CP026235_2832900-2833823.tsv
Glyco_hydro_108	PF05838.12	85	KIBGEHIH_00010	-	181	5.6e-27	94.1	0.1	1	1	8.6e-31	7.700000000000001e-27	93.6	0.1	1	85	8	91	8	91	0.97	CP026235_2832900-2833823.tsv
Phage_holin_3_7	PF05449.11	80	KIBGEHIH_00011	-	91	7.300000000000001e-27	93.2	3.7	1	1	9.299999999999999e-31	8.3e-27	93.0	3.7	2	80	11	89	10	89	0.98	CP026235_2832900-2833823.tsv
Phage_holin_8	PF16931.5	123	KIBGEHIH_00012	-	132	7.3e-18	64.7	6.7	1	1	1.3e-21	1.2e-17	64.0	6.7	1	112	1	121	1	128	0.86	CP026235_2832900-2833823.tsv
SHE3	PF17078.5	228	KIBGEHIH_00013	-	109	0.002	17.9	0.1	1	1	2.2e-06	0.0025	17.6	0.1	98	150	18	70	11	83	0.87	CP026235_2832900-2833823.tsv
Phage_antiter_Q	PF06323.11	222	KIBGEHIH_00014	-	234	5.299999999999998e-91	304.1	4.3	1	1	6.799999999999997e-95	6.1e-91	303.9	4.3	3	221	6	222	4	223	0.99	CP026235_2832900-2833823.tsv
NinG	PF05766.12	186	KIBGEHIH_00016	-	202	4.9999999999999976e-71	238.5	13.3	1	1	1.6e-74	5.799999999999999e-71	238.3	13.3	1	182	1	193	1	197	0.96	CP026235_2832900-2833823.tsv
DUF1367	PF07105.11	196	KIBGEHIH_00018	-	199	4.2e-90	300.7	0.1	1	1	2.599999999999999e-94	4.7e-90	300.5	0.1	2	196	2	197	1	197	0.98	CP026235_2832900-2833823.tsv
DUF2510	PF10708.9	35	KIBGEHIH_00019	-	84	0.18	11.6	3.2	1	2	0.0011	19.0	5.1	0.4	4	12	20	28	20	31	0.82	CP026235_2832900-2833823.tsv
DNA_pol3_theta	PF06440.11	70	KIBGEHIH_00020	-	85	1.1999999999999998e-35	121.0	0.8	1	1	2.3999999999999995e-39	1.4e-35	120.7	0.8	2	68	4	70	3	72	0.97	CP026235_2832900-2833823.tsv
Lar_restr_allev	PF14354.6	62	KIBGEHIH_00022	-	286	3.3e-10	40.2	0.1	1	1	6.7e-14	6e-10	39.4	0.1	3	62	63	116	61	116	0.88	CP026235_2832900-2833823.tsv
HNH	PF01844.23	47	KIBGEHIH_00023	-	139	0.0031	17.7	0.8	1	2	0.00062	3.7	7.8	0.1	1	21	19	38	19	50	0.9	CP026235_2832900-2833823.tsv
Ead_Ea22	PF13935.6	139	KIBGEHIH_00024	-	98	4.2e-07	30.7	6.6	1	1	4.2e-09	7.5e-05	23.4	6.6	4	89	5	58	2	91	0.74	CP026235_2832900-2833823.tsv
DUF977	PF06163.11	127	KIBGEHIH_00027	-	103	0.00027	20.9	0.1	1	2	0.0005	8.9	6.3	0.0	17	60	9	52	4	60	0.92	CP026235_2832900-2833823.tsv
IstB_IS21	PF01695.17	178	KIBGEHIH_00028	-	249	9.6e-18	64.5	0.0	1	1	3e-21	1.3e-17	64.1	0.0	13	150	68	207	57	225	0.81	CP026235_2832900-2833823.tsv
DnaT	PF17948.1	71	KIBGEHIH_00029	-	315	9.5e-18	63.7	0.3	1	2	0.54	9700.0	-3.6	0.0	36	46	61	69	48	72	0.75	CP026235_2832900-2833823.tsv
YdaT_toxin	PF06254.11	88	KIBGEHIH_00030	-	179	2.7e-37	127.2	0.2	1	1	2.1999999999999997e-41	3.9e-37	126.7	0.2	1	88	67	157	67	157	0.97	CP026235_2832900-2833823.tsv
YdaS_antitoxin	PF15943.5	65	KIBGEHIH_00031	-	75	0.03	14.2	0.0	1	1	1.1e-05	0.048	13.5	0.0	12	53	16	63	8	68	0.76	CP026235_2832900-2833823.tsv
Peptidase_S24	PF00717.23	70	KIBGEHIH_00032	-	251	2.6e-11	43.3	0.1	1	1	1.9e-14	4.8e-11	42.4	0.1	2	65	160	222	159	227	0.89	CP026235_2832900-2833823.tsv
BstA	-	285	KIBGEHIH_00033	-	307	1.599999999999999e-127	424.4	0.0	1	1	1.999999999999999e-131	1.7999999999999991e-127	424.2	0.0	1	284	12	295	12	296	0.99	CP026235_2832900-2833823.tsv
SmpA_OmlA	PF04355.13	71	KIBGEHIH_00034	-	126	9.3e-05	22.1	0.2	1	1	9.1e-09	0.00016	21.4	0.2	10	67	35	109	29	113	0.84	CP026235_2832900-2833823.tsv
VbhA	PF18495.1	47	KIBGEHIH_00035	-	74	0.15	12.0	1.3	1	4	0.00063	11.0	5.9	0.1	21	35	10	24	8	29	0.9	CP026235_2832900-2833823.tsv
Lar_restr_allev	PF14354.6	62	KIBGEHIH_00036	-	97	0.02	15.3	0.2	1	1	2.7000000000000004e-06	0.024	15.0	0.2	3	24	5	26	3	74	0.78	CP026235_2832900-2833823.tsv
Propeptide_C1	PF08127.13	40	KIBGEHIH_00037	-	68	0.081	12.8	0.0	1	1	7.000000000000002e-06	0.12	12.2	0.0	9	33	22	53	21	54	0.77	CP026235_2832900-2833823.tsv
zf-MYND	PF01753.18	38	KIBGEHIH_00038	-	53	0.0027	17.8	0.4	1	1	3.2e-06	0.0064	16.6	0.4	11	34	4	51	2	53	0.89	CP026235_2832900-2833823.tsv
Exonuc_VIII	PF06630.11	192	KIBGEHIH_00039	-	957	1.1999999999999998e-39	136.2	2.2	1	2	2.9e-41	1.6999999999999999e-37	129.2	0.2	5	192	3	169	1	169	0.84	CP026235_2832900-2833823.tsv
RecT	PF03837.14	199	KIBGEHIH_00040	-	346	2e-28	99.2	0.0	1	1	1.8999999999999998e-32	3.5e-28	98.5	0.0	2	195	36	201	35	207	0.92	CP026235_2832900-2833823.tsv
DUF3143	PF11341.8	65	KIBGEHIH_00042	-	208	0.0036	17.6	0.0	1	1	3.5e-07	0.0064	16.8	0.0	6	38	115	149	112	163	0.78	CP026235_2832900-2833823.tsv
DUF4060	PF13269.6	73	KIBGEHIH_00043	-	80	1.5e-31	108.3	0.3	1	1	1.8999999999999998e-35	1.6999999999999996e-31	108.1	0.3	1	73	3	77	3	77	0.96	CP026235_2832900-2833823.tsv
